app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Fatal Labyrinth™,2010,34289,SEGA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eternal Champions™,2010,34288,SEGA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecco™ Jr.,2010,34287,SEGA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Robotnik’s Mean Bean Machine™,2010,34286,SEGA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Commander: Conquest of the Americas,2010,49300,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alter Ego,2010,63110,bitComposer Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URU: Complete Chronicles,2004,63650,Cyan Worlds,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power of Defense,2010,60700,4sdk,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
realMYST,1993,63600,Cyan Worlds,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Numen: Contest of Heroes,2010,60800,"CINEMAX, s.r.o.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sword of the Stars: Complete Collection,2008,42890,Kerberos Productions Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Riven: The Sequel to MYST,1997,63610,Cyan Worlds,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearts of Iron III: Semper Fi,2010,42900,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eversion,2010,33680,Zaratustra Productions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prince of Persia: The Forgotten Sands™,2010,33320,Ubisoft Montreal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jolly Rover,2010,58200,Brawsome,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Defense Grid: Resurgence Map Pack 2,2010,18509,Hidden Path Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DogFighter,2010,42500,Dark Water Studios Ltd,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spectromancer - League of Heroes,2010,22510,"Apus Software,Three Donkeys LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Napoleon: Total War™ - The Peninsular Campaign,2010,34179,"The Creative Assembly,Feral Interactive (Mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Defense Grid: Resurgence Map Pack 3,2010,18520,Hidden Path Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Just Cause 2: Bull's Eye Assault Rifle,2010,35080,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Cause 2: Rico's Signature Gun DLC,2010,35083,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Cause 2: Agency Hovercraft,2010,35090,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Cause 2: Chevalier Classic,2010,35089,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper: Ghost Warrior,2010,34830,City Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Cause 2: Monster Truck DLC,2010,35091,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Guild II,2006,39650,4 Head Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Defense Grid: Resurgence Map Pack 4,2010,18521,Hidden Path Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Guild II - Pirates of the European Seas,2007,39660,4 Head Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Puzzle Dimension,2010,57200,Doctor Entertainment AB,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Escape From Paradise,2007,47110,Gogii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Book of Legends,2008,47130,Gogii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape From Paradise 2,2009,47120,Gogiii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens vs Predator™ Bughunt Map Pack,2012,10697,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King Arthur: The Saxons,2010,24447,NeoCoreGames,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Rig n Roll,2010,46370,SoftLab-NSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Theatre of War 2: Africa 1943,2009,46340,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Theatre of War,2007,46290,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Theatre of War 2: Kursk 1943,2010,46360,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Reign: Conflict of Nations,2010,46380,Lesta Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Theatre of War 2: Centauro,2009,46342,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Eschalon: Book II,2010,25620,Basilisk Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4 Elements,2008,47000,Playrix Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day of Defeat: Source,2010,300,Valve,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blacklight: Tango Down,2010,27330,Zombie Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Future Wars,2010,46440,Headup Games / Radon Labs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chaser,2003,39670,Cauldron,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voodoo Dice,2010,48150,Exkee,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO Harry Potter: Years 1-4,2010,21130,TT Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arma 2: Operation Arrowhead,2010,33930,Bohemia Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Singularity™,2010,42670,Raven Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train Simulator: Fowler 4F Loco Add-On,2010,24070,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gratuitous Space Battles: The Swarm,2010,41804,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
F.E.A.R.,2005,21090,"Monolith Productions, Inc.,Timegate",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropico 3: Absolute Power,2010,57600,Haemimont Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Majesty 2: Kingmaker,2010,42881,1C:InoCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Killing Floor: Nightfall Character Pack,2010,1257,Tripwire Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Cause 2 - Black Market Boom Pack DLC,2010,35102,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAR WARS™ Empire at War - Gold Pack,2006,32470,Petroglyph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tom Clancy's Splinter Cell Conviction Insurgency Pack,2010,33372,Ubisoft Montreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beat Hazard – iTunes & m4a file support,2010,49603,Cold Beam Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Romance of Rome,2009,38190,Awem Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cradle of Rome,2007,38170,Awem Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Search for Amelia Earhart,2009,33760,Bamtang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napoleon: Total War™,2010,34030,"The Creative Assembly,Feral Interactive (Mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gridrunner Revolution,2010,27810,Llamasoft LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Borderlands: The Secret Armory of General Knoxx,2010,50110,Gearbox Software,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dawn of Discovery™: Venice,1999,33340,"Blue Byte,Related Designs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Arsenal of Democracy: A Hearts of Iron Game,2010,42850,BL-Logic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Napoleon: Total War™ Imperial Edition,2010,901162,The Creative Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Battlefield: Bad Company™ 2,2010,24960,DICE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supreme Commander 2,2010,40100,Gas Powered Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Wolves 3: Civil War,2010,46260,Elite Games Team,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Star Wolves,2010,46270,X-Bow Software,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Sonic & SEGA All-Stars Racing,2010,34190,Sumo Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Silent Hunter 5®: Battle of the Atlantic,2012,48110,Ubisoft Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Assassin's Creed 2 Deluxe Edition,2010,33230,Ubisoft Montreal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Cause 2,2010,8190,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wolves 2,2010,46280,X-Bow Software,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Napoleon: Total War Demo,2010,34050,The Creative Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Warhammer® 40,000: Dawn of War® II Chaos Rising",2010,20570,"Relic Entertainment,Feral Interactive (Mac/Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shatter,2010,20820,Sidhe,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gratuitous Space Battles: The Order,2010,41803,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Dragon Age™: Origins Awakening,2010,47730,BioWare,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Command & Conquer 4: Tiberian Twilight,2010,47700,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
My Tribe,2008,51010,Big Fish Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark Fall: Lost Souls,2010,46750,Darkling Room,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mystery Case Files: Huntsville™,2005,50960,Big Fish Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World Basketball Manager 2010,2010,46740,Icehole Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Azada,2008,7340,Big Fish Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unwell Mel,2009,51020,Big Fish Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professor Fizzwizzle and the Molten Mystery,2007,50910,Big Fish Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantis Sky Patrol,2006,51030,Big Fish Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hazen: The Dark Whispers,2010,46730,Dagger Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ironclads: American Civil War,2009,46700,Totem Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Booster Trooper,2010,27920,DnS Development,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ironclads: High Seas,2009,46710,Totem Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tom Clancy's Splinter Cell Conviction™ Deluxe Edition,2010,33229,Ubisoft Montreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Cause 2: Black Market Aerial Pack DLC,2010,35101,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flotilla,2010,55000,Blendo Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Call of Duty®: Modern Warfare® 2 Stimulus Package,2010,10195,"Infinity Ward,Aspyr (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sol Survivor,2010,45000,Cadenza Interactive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Sherlock Holmes versus Jack the Ripper,2009,11190,Frogwares,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Borderlands: Mad Moxxi's Underdome Riot,2010,40940,Gearbox Software,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zero Gear,2010,18820,Brian Cronin,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
AI War: The Zenith Remnant,2010,40403,"Arcen Games, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Greed: Black Border,2010,46400,"Headup Games,Clockstone",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy Drew®: Warnings at Waverly Academy,2010,43600,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens versus Predator Classic 2000,2000,3730,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madballs Anarchy Unlock Pack,2010,25758,Playbrains,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dark Void™,2010,45710,Airtight Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King Arthur: Knights and Vassals DLC,2010,24440,NeoCoreGames,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
King Arthur: Legendary Artifacts DLC,2010,24441,NeoCoreGames,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A.I.M. Racing,2010,46200,SkyRiver Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bob Came in Pieces,2010,46000,Ludosity,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mass Effect 2,2010,24980,BioWare,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hotel Giant 2,2010,38230,"Enlight Software Limited, PerspectX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Grand Ages: Rome - Reign of Augustus,2012,23455,Haemimont Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Mass Effect 2 Digital Deluxe Edition,2010,901242,BioWare,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Toki Tori,2010,38700,Two Tribes,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secret of the Magic Crystals,2010,45100,Artery Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aliens vs. Predator™,2010,10680,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Empire: Total War™ - Elite Units of the East,2010,10608,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SEASON OF MYSTERY: The Cherry Blossom Murders,2010,39110,SQUARE ENIX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioShock® 2,2010,8850,"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Planet: Extreme Condition Colonies Edition,2010,45720,"CAPCOM CO., LTD.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mishap: An Accidental Haunting,2010,47500,Virtual Prophecy Entertainment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.T.A.L.K.E.R.: Call of Pripyat,2010,41700,GSC Game World,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Otherside: Realm of Eons,2010,47520,Vogat Interactive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galcon Fusion,2010,44200,"Hassey Enterprises, Inc.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Left 4 Dead 2,2009,550,Valve,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elven Legacy: Siege,2009,42940,1C:InoCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gyromancer,2009,23380,"Square Enix,PopCap Games, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
King Arthur - The Role-playing Wargame,2009,24400,NeocoreGames,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Zombie Shooter 2,2009,33180,Sigma Team Inc.,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ninja Blade,2009,37010,FromSoftware,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crash Time 3,2009,33620,Synetic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rogue Warrior,2009,22310,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King's Bounty: Armored Princess,2009,3170,Katauri Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Broken Sword 3 - the Sleeping Dragon,2003,33610,Revolution Software Ltd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Sword 2 - the Smoking Mirror: Remastered,1997,33600,Revolution Software Ltd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gothic® 3,2006,39500,Piranha Bytes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elven Legacy: Magic,2009,42930,1C:InoCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Altitude,2009,41300,Nimbly Games,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9th Company: Roots Of Terror,2009,12480,"Noviy Disk,Lesta Studios Inc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Empire: Total War™ - Elite Units of America,2009,10607,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hearts of Iron III: Soviet Music Pack DLC,2009,25899,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hearts of Iron III: Japanese Infantry Pack DLC,2009,25897,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hearts of Iron III: Soviet Pack DLC,2009,25898,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hearts of Iron III: German Infantry Pack DLC,2009,25896,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
East India Company: Battle of Trafalgar,2009,42820,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Borderlands: The Zombie Island of Dr. Ned,2009,8990,Gearbox Software,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tales of Monkey Island Complete Pack: Chapter 5 - Rise of the Pirate God,2009,31210,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItzaZoo,2009,40210,Sabi Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samorost 2,2009,40720,Amanita Design,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Madballs Campaign Deserters Pack,2009,25759,Playbrains,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Doom Rails,2009,41400,"Dream Forge Entertainment, LLC",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Earthworm Jim,1995,901147,Shiny Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earthworm Jim 2,1996,38490,Shiny Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earthworm Jim 3D,1999,41600,VIS Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew®: The Haunted Carousel,2003,31820,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew®: Last Train to Blue Moon Canyon,2005,31810,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew®: Danger by Design,2006,31800,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacraboar,2009,40500,Makivision Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nancy Drew®: Secret of the Old Clock,2005,31880,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatale,2009,27050,Tale of Tales,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew®: Curse of Blackmoor Manor,2004,31830,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew®: Danger on Deception Island,2003,31840,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Freedom,2009,34810,City Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Combat Wings: Battle of Britain,2009,34820,City Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ItzaBitza,2012,40200,Sabi Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombie Bowl-o-Rama,2009,32160,MumboJumbo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crazy Machines 2: Liquid Force Add-on,2009,18407,Fakt Software,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cricket Revolution,2009,25500,Mindstorm Studios,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Everyday Genius: SquareLogic,2009,32150,TrueThought,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
AI War: Fleet Command,2009,40400,"Arcen Games, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Elven Legacy: Ranger,2009,42950,1C:InoCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Metal Drift,2009,32200,Black Jacket Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Borderlands,2009,8980,Gearbox Software,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Big Brain Wolf,2009,35600,Frima,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Operation Flashpoint: Dragon Rising,2009,12830,Codemasters Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAR WARS™: The Clone Wars - Republic Heroes™,2009,32420,Krome Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crusaders: Thy Kingdom Come,2009,24410,NeocoreGames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lucidity™,2009,32410,LucasArts,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew®: Secret of the Scarlet Hand,2002,31890,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RACE On,2009,8780,SimBin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nancy Drew®: Ghost Dogs of Moon Lake,2002,31850,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
