genres,app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
"Action, Indie, Strategy",Flockers™,2014,260330,Team17 Digital Ltd,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Simulation, Strategy",RollerCoaster Tycoon® 2: Triple Thrill Pack,2002,285330,Chris Sawyer Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Simulation, Strategy",RollerCoaster Tycoon®: Deluxe,1999,285310,Chris Sawyer Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Free to Play, Indie, Simulation",World of Guns: Gun Disassembly,2014,262410,Noble Empire Corp.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Indie, Simulation",Turbo Dismount™,2014,263760,Secret Exit Ltd.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Free to Play, Indie, Early Access",CubeGun,2014,299420,candyrocketstudio,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Simulation",Firefighters 2014,2014,291910,VIS - Visual Imagination Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Casual, RPG",Victim of Xen,2014,300220,Smolders,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Adventure,Max: The Curse of Brotherhood,2014,255390,Press Play,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG",Always Sometimes Monsters,2014,274310,Vagabond Dog,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Indie, Racing",Speed Kills Original Soundtrack,2014,297780,"Holy Warp,Black Wing Foundation",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Action, Indie",Chompy Chomp Chomp,2014,292570,Utopian World of Sandwiches,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, Racing",Speed Kills,2014,284930,"Holy Warp,Black Wing Foundation",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie, Simulation, Strategy",RADical ROACH Remastered,2014,301750,DL Softworks,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Indie, Strategy",100% Orange Juice,2013,282800,Orange_Juice,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Indie, Simulation, Strategy",Rebuild 3: Gangs of Deadsville - Deluxe Add-on,2014,301140,"Northway Games,Sarah Northway",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Indie, RPG",Fantasy Grounds - CoC: Trail of Tsathogghua,2014,301243,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - C&C: U1 Shadows of Halfling Hall,2014,301248,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - Sundered Skies #5 - The Race,2014,301246,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Simulation",Panzer Elite Action Gold Edition,2007,292420,Zootfly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - 3.5E/PFRPG: Gambler's Quest - 1 on 1,2014,301247,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - 3.5E/PFRPG: B01: Under His Skin,2014,301242,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - SW: Savage Tales #1: Privateer's Bounty!,2014,301249,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - Mutants & Masterminds Ruleset,2014,302300,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - 4E: Lands of Darkness #1: The Barrow Grounds,2014,301244,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - 3.5E/PFRPG: A01: Crypt of the Sun Lord,2014,301241,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds - 4E: Lands of Darkness #2: Cesspools of Arnac,2014,301245,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, Simulation, Early Access",Jumpdrive,2014,291250,Meteoric Games,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Action,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,2014,278080,"KOEI TECMO GAMES CO., LTD.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, RPG",Ascendant,2014,296930,Hapa Games,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Adventure,Theatre Of The Absurd,2012,299110,Gogii Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Empress Of The Deep,2010,299150,Gogii Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",Memento Mori 2,2014,237970,Centauri Production,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Iron Storm,2002,296180,Microids,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adventure,Empress Of The Deep 2: Song Of The Blue Whale,2007,299160,Gogii Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",RUNNING WITH RIFLES,2015,270150,Osumia Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, RPG",Full Mojo Rampage,2014,225280,Over the Top Games,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, Simulation, Strategy",1849,2014,290970,SomaSim,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Action,Crystal Caves,1991,358260,3D Realms (Apogee Software),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Xenophage: Alien Bloodsport,1995,358420,Argo Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",Planet Stronghold - Deluxe DLC,2014,294330,Winter Wolves,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Planet Stronghold,2011,291050,Winter Wolves,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Action, Racing",Wacky Wheels,1994,358380,Beavis Soft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Action,Shadow Warrior (Classic),1997,358400,3D Realms (Apogee Software),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Terminal Velocity,1995,358370,Terminal Reality,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Word Rescue,1992,358340,Redwood Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Free to Play",Stargunner,1996,358390,3D Realms,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Pharaoh's Tomb,1990,358330,3D Realms (Apogee Software),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Secret Agent,1992,358350,3D Realms (Apogee Software),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Realms of Chaos,1995,358320,3D Realms (Apogee Software),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Raptor: Call of the Shadows (1994 Classic Edition),1994,358360,Cygnus Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Rise of the Triad: Dark War,1994,358410,3D Realms (Apogee Software),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Paganitzu,1991,358230,3D Realms (Apogee Software),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG",Fantasy Grounds Demo,2014,300790,SmiteWorks USA LLC,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Action,Call of Duty®: Ghosts - Devastation,2014,259251,Infinity Ward,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, RPG",PAYDAY 2: Gage Sniper Pack,2014,259380,OVERKILL - a Starbreeze Studio.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Audio Production, Software Training, Utilities, Video Production",Action! - Gameplay Recording and Streaming,2014,228180,Mirillis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Adventure, Indie",Tesla Effect: A Tex Murphy Adventure,2014,261510,Big Finish Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indie,The Impossible Game,2014,251630,Grip Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Simulation, Strategy",Supreme Ruler 1936,2014,244410,BattleGoat Studios,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Indie, Strategy",Rover Rescue,2014,286440,Pointscape,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Adventure, Indie",Al Emmo and the Lost Dutchman's Mine Demo,2006,300130,Himalaya Studios,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Early Access, Indie, RPG",Malevolence: The Sword of Ahkranox,2014,268930,Visual Outbreak,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - Call of Cthulhu: Masks of Nyarlathotep,2014,299301,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Indie",Al Emmo and the Lost Dutchman's Mine,2006,296850,Himalaya Studios,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - Deadlands Reloaded: Marshall's Handbook and Extension,2014,300440,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - Deadlands Reloaded: Player's Handbook,2014,300441,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - PFRPG Compatible Adventure: The Bleeding Hollow,2014,300450,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - Savage Worlds Adventure Deck,2014,300442,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - Savage Worlds Setting: Sundered Skies,2014,300460,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - Call of Cthulhu Ruleset,2014,299290,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Action,Monster Bash,1993,358210,3D Realms (Apogee Software),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - Savage Worlds Ruleset,2014,297940,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, Adventure",Monuments of Mars,1990,358240,3D Realms (Apogee Software),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Major Stryker,1993,358300,3D Realms (Apogee Software),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG,Fantasy Grounds - Castles & Crusades Ruleset,2014,299280,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Adventure,Math Rescue,1992,358200,Redwood Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casual, Free to Play, Indie, RPG, Strategy",Famaze,2014,297210,Oryx Design Lab,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
Audio Production,Liquid Rhythm Push Control,2014,268125,WaveDNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Mystic Towers,1994,358220,Animation F/X,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual",Putt-Putt® Goes to the Moon,1993,294650,Humongous Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, RPG",The Desolate Hope,2014,298180,Scott Cawthon,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Casual, Indie",8BitBoy™,2014,296910,AwesomeBlade,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Free to Play, Indie",GunZ 2: The Second Duel,2014,242720,"Masangsoft, Inc.",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie, RPG",Cinders,2012,293680,MoaCube,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Indie, Strategy",Haegemonia: Legions of Iron,2002,294770,Digital Reality,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie",Gunhound EX,2014,273240,"Dracue, Co. ltd",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, RPG, Strategy",Agarest Zero - DLC Bundle #1,2014,281600,Idea Factory,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Action, Indie, Strategy",Natural Selection 2 - Kodiak Pack,2014,296360,Unknown Worlds Entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie, Strategy",Haegemonia: The Solon Heritage,2014,294790,Digital Reality,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Adventure, Casual, Indie",No Time To Explain OST,2014,297550,"tinyBuild,MrFuby",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual",Putt-Putt® and Pep's Dog on a Stick,1996,294710,Humongous Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual","Spy Fox 2 ""Some Assembly Required""",1999,292240,Humongous Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual",Freddi Fish and Luther's Water Worries,1996,294580,Humongous Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual",Pajama Sam 2: Thunder and Lightning Aren't So Frightening,1998,292780,Humongous Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Mr. Bree+,2013,264220,TawStudio Entertainment,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual",Freddi Fish 2: The Case of the Haunted Schoolhouse,1996,294530,Humongous Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, Massively Multiplayer, RPG, Early Access",Colonies Online,2014,283100,Iron Bit,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Action, Indie",Chaos Domain,2014,287100,"Holy Warp,Black Wing Foundation",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Project Root,2014,284970,OPQAM,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie","Sir, You Are Being Hunted",2013,242880,Big Robot Ltd,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie, Simulation",Farming World,2014,277500,Excalibur,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Indie, RPG",The Dungeoning,2014,295870,Nick Donnelly,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Adventure, Indie, RPG",Consortium Soundtrack and Discoveries,2014,298810,Interdimensional Games Inc,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Action,Eurofighter Typhoon,2001,283350,Rage Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Akane the Kunoichi,2014,291130,Haruneko Entertainment,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Strategy",Kingdom Elemental,2008,285350,"Scott Thunelius,Chronic Logic,Tony Porter",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, RPG, Simulation, Strategy",Breach & Clear - Frozen Synapse Pack,2014,296990,Mighty Rabbit Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Action,Alien Carnage / Halloween Harry,1994,358280,"Interactive Binary Illusions,SubZero Software",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Design &amp; Illustration, Education, Software Training, Utilities",Axis Game Factory's AGFPRO Fantasy Side-Scroller Player,2014,270941,Axis Game Factory,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Action, Adventure",Arctic Adventure,1991,358170,3D Realms (Apogee Software),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Bio Menace,1993,358180,3D Realms (Apogee Software),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Cosmo's Cosmic Adventure,1992,358250,3D Realms (Apogee Software),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Dark Ages,1991,358440,Scenario Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Racing,Death Rally (Classic),1996,358270,Remedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Action, Adventure",Hocus Pocus,1994,358290,Moonlite Software,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, RPG",DARK SOULS™ II,2014,236430,"FromSoftware, Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Indie",Hotel Collectors Edition,2010,288750,Cateia Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Free to Play, Indie",ArcheBlade™,2014,207230,CodeBrush Games,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie",Canyon Capers,2014,275490,Crazy Moo Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Simulation,Professional Farmer 2014 - America DLC,2014,288850,PlayWay S.A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Indie, Strategy",Chip,2014,275470,Coatsink,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Talisman - Character Pack #5 - Martyr,2014,267770,Nomad Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Classic Fantasy Music Pack,2014,291471,Murray Atkinson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - The Simple Life Music Pack,2014,285462,Elijah Mills,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Monster Legacy 1,2014,285460,PVGames,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Frontier Works Futuristic Heroes and BGM,2014,297645,Frontier Works,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Casual, Free to Play, Indie",Narcissu 1st & 2nd Original Sound Track,2014,295510,stage-nana,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual, Strategy",The Promised Land,2012,296240,"Boolat Games,Alawar Entertainment",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Adventure, Casual, Indie, RPG",Millennium - A New Hope,2014,280140,Aldorlea Games,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Strategy",Battlepillars Gold Edition,2014,280930,Hitcents,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie",Slip,2014,291070,Handsome Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Alter Bridge - “Rise Today”,2014,294900,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Alter Bridge - “Ties That Bind”,2014,294901,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Alter Bridge - “Isolation”,2014,294903,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Alter Bridge - “Blackbird”,2014,294902,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Casual, Strategy",Farm Frenzy 4,2013,296220,Alawar Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Adventure,Escape The Museum,2008,298020,Gogii Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 – Alter Bridge Song Pack,2014,294904,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Daylight,2014,230840,Zombie Studios,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adventure,Adventure Chronicles: The Search For Lost Treasure,2012,281240,Gogii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Escape The Lost Kingdom: The Forgotten Pharaoh,2010,294390,Gogii Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie, Strategy",Hive - The Mosquito,2014,258852,BlueLine Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
RPG,Child of Light,2014,256290,Ubisoft Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,The Golem’s Plight Pack,2014,290400,Ubisoft Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Dark Aurora Pack,2014,290402,Ubisoft Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Rough Oculi Pack,2014,290403,Ubisoft Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Light Aurora Pack,2014,290401,Ubisoft Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strategy,Evopollution,2014,295990,Atapki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RPG,Faceted Oculi Pack,2014,290405,Ubisoft Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Tumbled Oculi Pack,2014,290404,Ubisoft Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, Casual, Strategy",Viking Brothers,2014,286520,"Alawar,Whalebox Studio",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Heroes of Steel RPG,2014,291190,Trese Brothers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Simulation,Train Simulator: Metro-North Kawasaki M8 EMU Add-On,2014,258647,Dovetail Games - Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Indie",Blackwell Epiphany,2014,236930,Wadjet Eye Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",Baron Wittard: Nemesis of Ragnarok,2011,293980,Wax Lyrical Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Racing,Trials Fusion Season Pass,2014,287330,"RedLynx, in collaboration with  Ubisoft Shanghai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Racing,Trials Fusion™,2014,245490,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Action,Rocko's Quest,2003,297620,Revistronic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategy,Fallen Enchantress: Legendary Heroes - Leader Pack DLC,2014,292900,Stardock Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
